,order_id,customer_id,order_date,is_canceled,number_of_paid_orders_before
6762,6762,68882,2016-04-08 02:17:42,0,0
6763,6763,68893,2016-04-08 02:22:53,0,0
6764,6764,68896,2016-04-09 04:24:49,1,0
6765,6765,51834,2016-04-08 02:50:34,0,22
6766,6766,39812,2016-04-08 02:54:17,0,5
6767,6767,52517,2016-04-08 03:04:14,0,23
6768,6768,45004,2016-04-08 03:04:33,0,102
6769,6769,51834,2016-04-08 21:35:39,0,23
6770,6770,68900,2016-04-08 03:18:23,0,0
6771,6771,31807,2016-04-08 03:32:31,0,1
6772,6772,50250,2016-04-08 03:33:24,0,28
6773,6773,64851,2016-04-08 03:47:17,0,1
6774,6774,52406,2016-04-08 04:01:41,0,16
6775,6775,60959,2016-04-08 04:20:38,0,10
6776,6776,61278,2016-04-08 04:48:05,0,3
6777,6777,46603,2016-04-08 05:40:57,0,52
6778,6778,68938,2016-04-08 06:49:48,0,0
6779,6779,68941,2016-04-08 06:49:48,0,0
6780,6780,25286,2016-04-08 07:13:48,0,11
6781,6781,53917,2016-04-08 09:03:51,0,10
6782,6782,57459,2016-04-08 09:04:53,0,1
6783,6783,47946,2016-04-08 09:19:07,0,21
6784,6784,43509,2016-04-08 09:34:21,0,4
6785,6785,45427,2016-04-08 10:13:00,0,9
6786,6786,42135,2016-04-08 10:14:11,1,6
6787,6787,20829,2016-04-08 11:09:46,0,8
6788,6788,68893,2016-04-08 11:17:03,0,1
6789,6789,38328,2016-04-08 12:14:50,0,16
6790,6790,14865,2016-04-08 12:22:17,0,13
6791,6791,51842,2016-04-08 12:38:30,0,3
6792,6792,68984,2016-04-08 12:46:01,1,0
6793,6793,48951,2016-04-08 12:56:36,0,5
6794,6794,52308,2016-04-08 13:54:34,0,6
6795,6795,31798,2016-04-08 14:02:27,0,23
6796,6796,61188,2016-04-08 14:10:10,0,37
6797,6797,38328,2016-04-08 14:10:53,0,17
6798,6798,31798,2016-04-08 14:21:53,0,24
6799,6799,68893,2016-04-08 14:28:35,1,2
6800,6800,68996,2016-04-08 14:38:49,0,0
6801,6801,69014,2016-04-08 15:22:56,0,0
6802,6802,47078,2016-04-08 15:01:51,0,7
6803,6803,37665,2016-04-08 15:38:43,0,35
6804,6804,68992,2016-04-08 15:41:54,0,0
6805,6805,69020,2016-04-08 15:42:42,0,0
6806,6806,58169,2016-04-08 16:40:44,0,1
6807,6807,68997,2016-04-08 15:45:34,0,0
6808,6808,69027,2016-04-08 16:07:38,0,0
6809,6809,32846,2016-04-08 16:32:37,0,4
6810,6810,69030,2016-04-08 16:34:18,0,0
6811,6811,19845,2016-04-08 16:50:14,0,17
6812,6812,69047,2016-04-12 22:07:12,0,0
6813,6813,61188,2016-04-08 17:35:14,0,38
6814,6814,69054,2016-04-08 17:56:44,0,0
6815,6815,28041,2016-04-08 20:12:55,0,2
6816,6816,64323,2016-04-08 18:02:41,0,3
6817,6817,69065,2016-04-08 18:40:18,0,0
6818,6818,40319,2016-04-08 18:40:00,0,26
6819,6819,54737,2016-04-08 19:14:57,0,3
6820,6820,22229,2016-04-08 19:32:17,0,16
6821,6821,69081,2016-04-08 19:34:13,0,0
6822,6822,56366,2016-04-08 19:39:52,0,6
6823,6823,69103,2016-04-08 20:40:26,0,0
6824,6824,39035,2016-04-08 20:47:13,0,12
6825,6825,52517,2016-04-08 21:00:29,0,24
6826,6826,69086,2016-04-08 21:26:40,0,0
6827,6827,27411,2016-04-08 21:38:51,0,88
6828,6828,69140,2016-04-08 22:02:44,0,0
6829,6829,41343,2016-04-08 22:17:55,0,90
6830,6830,69086,2016-04-08 22:20:42,0,1
6831,6831,31896,2016-04-08 22:23:33,0,36
6832,6832,68772,2016-04-08 22:43:59,0,0
6833,6833,32682,2016-04-08 22:53:02,0,11
6834,6834,47636,2016-04-08 23:10:04,0,7
6835,6835,48788,2016-04-08 23:02:25,0,8
6836,6836,51184,2016-04-08 23:08:53,0,40
6837,6837,48788,2016-04-08 23:15:06,0,9
6838,6838,16533,2016-04-08 23:41:38,0,17
6839,6839,40978,2016-04-09 00:04:29,0,14
6840,6840,48166,2016-04-08 23:50:01,0,4
6841,6841,60512,2016-04-08 23:52:17,0,2
6842,6842,20484,2016-04-08 23:59:42,0,101
6843,6843,57398,2016-04-08 23:59:45,1,12
6844,6844,48788,2016-04-09 00:07:25,0,10
6845,6845,69194,2016-04-09 00:04:19,0,0
6846,6846,53391,2016-04-09 00:19:16,0,3
6847,6847,49924,2016-04-09 01:29:37,0,23
6848,6848,44266,2016-04-09 01:39:56,1,10
6849,6849,21551,2016-04-09 02:21:38,0,15
6850,6850,69323,2016-04-09 03:08:29,0,0
6851,6851,45033,2016-04-09 02:28:09,0,11
6852,6852,19429,2016-04-09 02:58:35,0,16
6853,6853,27411,2016-04-09 03:23:54,0,89
6854,6854,69330,2016-04-09 03:45:05,0,0
6855,6855,69355,2016-04-09 04:22:13,0,0
6856,6856,69361,2016-04-09 04:32:31,0,0
6857,6857,69361,2016-04-09 04:46:56,0,1
6858,6858,20829,2016-04-09 04:50:39,0,9
6859,6859,63460,2016-04-09 04:57:18,0,4
6860,6860,64300,2016-04-09 05:01:55,0,2
6861,6861,69374,2016-04-09 05:12:07,0,0
6862,6862,21276,2016-04-09 05:23:53,0,7
6863,6863,69092,2016-04-09 05:38:12,0,0
6864,6864,31896,2016-04-09 05:55:27,0,37
6865,6865,69386,2016-04-09 05:58:56,0,0
6866,6866,35351,2016-04-09 06:25:55,0,31
6867,6867,19631,2016-04-09 06:45:56,0,10
6868,6868,69042,2016-04-09 07:50:39,1,0
6869,6869,68984,2016-04-09 07:57:12,1,1
6870,6870,67895,2016-04-10 20:57:58,0,3
6871,6871,51076,2016-04-09 09:51:50,0,15
6872,6872,64336,2016-04-09 10:21:44,0,2
6873,6873,42307,2016-04-09 11:06:16,0,1
6874,6874,29210,2016-04-09 11:21:22,0,1
6875,6875,66072,2016-04-09 13:22:48,0,0
6876,6876,69436,2016-04-09 13:36:25,0,0
6877,6877,69442,2016-04-09 13:51:32,1,0
6878,6878,21271,2016-04-09 14:00:52,0,15
6879,6879,69455,2016-04-09 14:33:37,0,0
6880,6880,48094,2016-04-09 15:05:22,0,35
6881,6881,47465,2016-04-09 15:05:47,0,9
6882,6882,48094,2016-04-09 15:11:50,0,36
6883,6883,48094,2016-04-09 15:13:34,0,37
6884,6884,11391,2016-04-09 15:20:02,0,2
6885,6885,69461,2016-04-09 15:40:15,0,0
6886,6886,69467,2016-04-09 15:48:02,0,0
6887,6887,23795,2016-04-09 17:03:39,0,43
6888,6888,65325,2016-04-09 17:10:29,0,1
6889,6889,42626,2016-04-09 17:22:11,0,31
6890,6890,69159,2016-04-09 17:29:51,0,0
6891,6891,69519,2016-04-09 18:28:07,0,0
6892,6892,69545,2016-04-09 18:06:45,0,0
6893,6893,11391,2016-04-09 18:10:08,0,3
6894,6894,23318,2016-04-09 18:37:40,0,41
6895,6895,69575,2016-04-09 18:41:55,0,0
6896,6896,61072,2016-04-09 18:54:27,0,5
6897,6897,51184,2016-04-09 19:05:26,0,41
6898,6898,9736,2016-04-09 19:09:15,0,59
6899,6899,42737,2016-04-09 19:15:25,0,2
6900,6900,51184,2016-04-09 19:22:55,0,42
6901,6901,54956,2016-04-09 19:31:14,0,3
6902,6902,52639,2016-04-09 19:37:57,0,39
6903,6903,64322,2016-04-10 15:03:29,0,1
6904,6904,23903,2016-04-09 19:52:53,0,3
6905,6905,70507,2016-04-09 20:42:29,0,0
6906,6906,51505,2016-04-09 20:45:45,0,1
6907,6907,70531,2016-04-09 20:46:19,0,0
6908,6908,69878,2016-04-09 20:51:32,0,0
6909,6909,67281,2016-04-09 20:53:03,0,0
6910,6910,71285,2016-04-09 22:52:05,0,0
6911,6911,71324,2016-04-09 22:53:00,0,0
6912,6912,56237,2016-04-10 16:49:25,0,5
6913,6913,44266,2016-04-09 23:17:07,0,11
6914,6914,71413,2016-04-09 23:14:46,0,0
6915,6915,71622,2016-04-09 23:50:17,0,0
6916,6916,71627,2016-04-09 23:50:58,1,0
6917,6917,58661,2016-04-10 00:24:00,0,1
6918,6918,71802,2016-04-10 01:09:01,0,0
6919,6919,72058,2016-04-10 01:41:48,0,0
6920,6920,72058,2016-04-10 02:04:19,0,1
6921,6921,17819,2016-04-10 02:32:49,0,7
6922,6922,72058,2016-04-10 02:48:15,0,2
6923,6923,65666,2016-04-10 03:07:11,0,0
6924,6924,63217,2016-04-10 03:32:33,1,4
6925,6925,52517,2016-04-10 04:25:31,0,25
6926,6926,72618,2016-04-10 04:44:58,0,0
6927,6927,56664,2016-04-10 05:12:44,0,0
6928,6928,72838,2016-04-10 05:25:58,0,0
6929,6929,34795,2016-04-10 05:31:03,1,17
6930,6930,56685,2016-04-10 06:03:07,0,7
6931,6931,72934,2016-04-10 06:06:56,0,0
6932,6932,32269,2016-04-10 06:25:03,0,7
6933,6933,73025,2016-04-10 07:24:19,0,0
6934,6934,45004,2016-04-10 08:13:44,0,103
6935,6935,45004,2016-04-10 08:22:25,0,104
6936,6936,60402,2016-04-10 09:25:56,0,9
6937,6937,69056,2016-04-10 09:43:22,0,0
6938,6938,60402,2016-04-10 10:04:52,0,10
6939,6939,73262,2016-04-10 11:44:11,0,0
6940,6940,67393,2016-04-10 11:57:38,0,1
6941,6941,73251,2016-04-10 11:56:07,0,0
6942,6942,56545,2016-04-10 12:29:48,0,2
6943,6943,53454,2016-04-10 13:05:25,0,4
6944,6944,68893,2016-04-10 13:11:17,0,3
6945,6945,73388,2016-04-10 13:35:57,0,0
6946,6946,15551,2016-04-10 14:04:05,0,45
6947,6947,73449,2016-04-11 14:57:21,0,0
6948,6948,68480,2016-04-10 14:31:05,0,0
6949,6949,46804,2016-04-10 14:32:09,0,8
6950,6950,62883,2016-04-10 14:52:11,0,8
6951,6951,72058,2016-04-10 14:34:18,0,3
6952,6952,46240,2016-04-10 14:38:13,1,8
6953,6953,44521,2016-04-10 15:14:07,0,2
6954,6954,47929,2016-04-10 15:21:18,0,39
6955,6955,47929,2016-04-10 15:26:08,0,40
6956,6956,68818,2016-04-10 15:39:16,0,1
6957,6957,46142,2016-04-10 15:42:04,0,37
6958,6958,26904,2016-04-10 16:00:55,1,2
6959,6959,68552,2016-04-10 16:15:42,0,0
6960,6960,21497,2016-04-10 16:19:27,0,5
6961,6961,55570,2016-04-10 16:28:44,0,3
6962,6962,20886,2016-04-10 16:52:56,0,3
6963,6963,41343,2016-04-10 16:54:48,0,91
6964,6964,52922,2016-04-10 17:04:57,0,16
6965,6965,34795,2016-04-10 17:10:49,0,18
6966,6966,73132,2016-04-10 17:18:03,0,0
6967,6967,14554,2016-04-10 17:19:19,0,42
6968,6968,41343,2016-04-10 17:21:42,0,92
6969,6969,67632,2016-04-10 17:36:57,0,0
6970,6970,65666,2016-04-10 17:42:55,0,1
6971,6971,14790,2016-04-10 17:57:21,0,9
6972,6972,64204,2016-04-10 18:00:42,0,1
6973,6973,47603,2016-04-10 18:01:04,0,4
6974,6974,30968,2016-04-10 18:15:08,0,19
6975,6975,47784,2016-04-10 18:20:23,0,2
6976,6976,60636,2016-04-10 18:53:16,1,8
6977,6977,74073,2016-04-10 18:52:17,1,0
6978,6978,12276,2016-04-10 18:55:40,0,7
6979,6979,61188,2016-04-10 19:20:12,0,39
6980,6980,41343,2016-04-10 19:45:23,0,93
6981,6981,30760,2016-04-10 20:29:58,0,0
6982,6982,74389,2016-04-10 20:52:23,0,0
6983,6983,52699,2016-04-10 20:57:38,0,6
6984,6984,42679,2016-04-10 21:16:14,0,6
6985,6985,52699,2016-04-10 21:24:45,0,7
6986,6986,28203,2016-04-10 21:31:45,0,13
6987,6987,49886,2016-04-10 23:09:55,0,21
6988,6988,68938,2016-04-10 21:33:44,0,1
6989,6989,20132,2016-04-10 21:38:57,0,29
6990,6990,41343,2016-04-10 21:39:40,0,94
6991,6991,74517,2016-04-10 21:43:25,0,0
6992,6992,48788,2016-04-10 21:50:09,0,11
6993,6993,74558,2016-04-10 21:47:40,0,0
6994,6994,57139,2016-04-10 21:53:17,0,9
6995,6995,69374,2016-04-10 21:59:45,0,1
6996,6996,44709,2016-04-10 22:19:19,0,19
6997,6997,74670,2016-04-10 22:21:38,0,0
6998,6998,67095,2016-04-10 22:34:16,0,1
6999,6999,14554,2016-04-10 22:34:30,0,43
7000,7000,49328,2016-04-10 22:45:38,0,35
7001,7001,74558,2016-04-10 22:49:35,0,1
7002,7002,14554,2016-04-10 23:02:37,0,44
7003,7003,40319,2016-04-10 23:02:00,0,27
7004,7004,12294,2016-04-10 23:02:18,0,11
7005,7005,49328,2016-04-10 23:22:14,0,36
7006,7006,74925,2016-04-10 23:22:58,0,0
7007,7007,74944,2016-04-10 23:41:16,1,0
7008,7008,74920,2016-04-10 23:35:45,0,0
7009,7009,20813,2016-04-10 23:38:34,0,22
7010,7010,74985,2016-04-10 23:40:55,1,0
7011,7011,47897,2016-04-10 23:40:27,1,5
7012,7012,74382,2016-04-10 23:44:47,0,0
7013,7013,63652,2016-04-10 23:45:35,0,3
7014,7014,38473,2016-04-10 23:46:51,1,81
7015,7015,49886,2016-04-10 23:47:12,0,22
7016,7016,26729,2016-04-10 23:50:18,0,86
7017,7017,60976,2016-04-10 23:50:44,0,3
7018,7018,66986,2016-04-10 23:54:58,0,1
7019,7019,75021,2016-04-10 23:57:42,0,0
7020,7020,75107,2016-04-11 00:13:47,0,0
7021,7021,8628,2016-04-11 00:29:16,0,5
7022,7022,67895,2016-04-11 05:29:27,0,5
7023,7023,38473,2016-04-11 00:44:35,1,82
7024,7024,68429,2016-04-11 00:50:41,0,0
7025,7025,37656,2016-04-11 00:49:41,0,19
7026,7026,40680,2016-04-11 01:01:02,0,13
7027,7027,23934,2016-04-11 01:02:25,0,3
7028,7028,48329,2016-04-11 01:14:40,0,7
7029,7029,56825,2016-04-11 01:15:45,0,6
7030,7030,38686,2016-04-11 01:16:38,0,2
7031,7031,55131,2016-04-11 01:19:01,0,7
7032,7032,15548,2016-04-11 01:21:42,0,15
7033,7033,60725,2016-04-11 01:28:54,0,3
7034,7034,42679,2016-04-11 01:32:00,0,7
7035,7035,23669,2016-04-11 01:40:22,0,3
7036,7036,75384,2016-04-11 01:41:30,0,0
7037,7037,51917,2016-04-11 01:43:17,0,34
7038,7038,55701,2016-04-11 02:13:17,0,32
7039,7039,38473,2016-04-11 01:54:45,0,83
7040,7040,8793,2016-04-11 01:56:29,0,8
7041,7041,51917,2016-04-11 02:02:48,0,35
7042,7042,38473,2016-04-11 02:03:48,0,84
7043,7043,75258,2016-04-11 02:05:40,0,0
7044,7044,58921,2016-04-11 02:08:28,0,5
7045,7045,62496,2016-04-11 02:40:30,0,1
7046,7046,45842,2016-04-11 02:42:52,0,10
7047,7047,60636,2016-04-11 02:22:04,0,9
7048,7048,68424,2016-04-11 02:32:48,0,0
7049,7049,75594,2016-04-11 02:41:02,0,0
7050,7050,22350,2016-04-11 02:47:37,0,2
7051,7051,24181,2016-04-11 02:51:21,0,13
7052,7052,12347,2016-04-11 02:59:32,0,49
7053,7053,75647,2016-04-11 03:36:18,0,0
7054,7054,53900,2016-04-11 03:11:49,0,4
7055,7055,30072,2016-04-11 03:13:29,0,11
7056,7056,75720,2016-04-11 03:18:05,0,0
7057,7057,22814,2016-04-11 03:24:02,0,41
7058,7058,75708,2016-04-11 03:28:23,0,0
7059,7059,67895,2016-04-11 03:46:56,1,4
7060,7060,52940,2016-04-11 03:51:16,0,7
7061,7061,52965,2016-04-11 04:25:31,0,0
7062,7062,51781,2016-04-11 04:20:37,0,2
7063,7063,75857,2016-04-11 04:07:51,0,0
7064,7064,47946,2016-04-11 04:09:18,0,22
7065,7065,75908,2016-04-11 04:32:41,0,0
7066,7066,31916,2016-04-11 04:41:47,0,2
7067,7067,63217,2016-04-11 04:42:51,0,5
7068,7068,52733,2016-04-11 05:05:51,0,8
7069,7069,75214,2016-04-11 05:06:46,0,0
7070,7070,75999,2016-04-11 05:26:05,0,0
7071,7071,15340,2016-04-11 05:49:14,0,7
7072,7072,55092,2016-04-11 06:10:30,0,2
7073,7073,68893,2016-04-11 06:48:31,0,4
7074,7074,57277,2016-04-11 07:14:03,0,1
7075,7075,64300,2016-04-11 09:23:22,0,3
7076,7076,76162,2016-04-11 09:29:56,0,0
7077,7077,51972,2016-04-11 10:33:36,0,1
7078,7078,29880,2016-04-11 10:45:25,0,3
7079,7079,76198,2016-04-11 11:18:25,0,0
7080,7080,75967,2016-04-11 11:53:01,0,0
7081,7081,76247,2016-04-11 12:17:59,0,0
7082,7082,68826,2016-04-11 12:27:20,0,0
7083,7083,56624,2016-04-11 13:21:50,0,8
7084,7084,32598,2016-04-11 13:26:02,0,8
7085,7085,29210,2016-04-11 13:40:53,0,2
7086,7086,39804,2016-04-11 13:49:04,0,6
7087,7087,76355,2016-04-11 14:16:45,0,0
7088,7088,35930,2016-04-11 14:37:34,0,8
7089,7089,76386,2016-04-11 14:44:46,0,0
7090,7090,49434,2016-04-11 14:56:51,0,10
7091,7091,44586,2016-04-11 14:59:16,0,27
7092,7092,57106,2016-04-11 15:24:55,0,3
7093,7093,76480,2016-04-11 15:31:02,0,0
7094,7094,47010,2016-04-11 15:47:54,0,14
7095,7095,52658,2016-04-12 15:39:39,0,3
7096,7096,50225,2016-04-11 16:01:53,0,2
7097,7097,52658,2016-04-11 15:55:04,0,2
7098,7098,56456,2016-04-11 15:56:10,0,6
7099,7099,53454,2016-04-11 16:11:48,0,5
7100,7100,71400,2016-04-11 16:29:53,0,0
7101,7101,76523,2016-04-11 16:14:24,0,0
7102,7102,76543,2016-04-11 16:20:51,0,0
7103,7103,58500,2016-04-18 23:19:41,0,24
7104,7104,76586,2016-04-11 16:33:36,0,0
7105,7105,60402,2016-04-11 16:48:13,0,11
7106,7106,24158,2016-04-11 16:54:03,0,17
7107,7107,41224,2016-04-11 16:56:52,0,8
7108,7108,23795,2016-04-11 17:00:14,0,44
7109,7109,63800,2016-04-11 17:09:43,0,6
7110,7110,31774,2016-04-11 17:04:09,0,4
7111,7111,68893,2016-04-11 17:06:13,0,5
7112,7112,51917,2016-04-11 17:06:53,0,36
7113,7113,22814,2016-04-11 17:10:45,0,42
7114,7114,65660,2016-04-11 17:17:30,0,1
7115,7115,47010,2016-04-11 17:33:40,0,15
7116,7116,45948,2016-04-11 17:44:07,0,20
7117,7117,76693,2016-04-11 17:48:36,0,0
7118,7118,76728,2016-04-11 18:07:23,0,0
7119,7119,27411,2016-04-11 18:23:08,0,90
7120,7120,76764,2016-04-11 18:24:02,0,0
7121,7121,76764,2016-04-11 18:42:12,0,1
7122,7122,76796,2016-04-11 18:51:31,0,0
7123,7123,76796,2016-04-11 19:02:04,0,1
7124,7124,69362,2016-04-11 19:04:47,0,0
7125,7125,76827,2016-04-11 19:06:32,1,0
7126,7126,76789,2016-04-11 19:09:49,0,0
7127,7127,50249,2016-04-11 19:15:40,0,10
7128,7128,38238,2016-04-11 19:18:11,1,2
7129,7129,68634,2016-04-11 19:22:50,0,0
7130,7130,55701,2016-04-11 19:31:07,0,33
7131,7131,21276,2016-04-11 19:31:36,0,8
7132,7132,63745,2016-04-11 19:32:12,0,3
7133,7133,76343,2016-04-11 19:47:16,0,0
7134,7134,63745,2016-04-11 19:48:42,0,4
7135,7135,47497,2016-04-11 19:54:31,0,7
7136,7136,60088,2016-04-11 20:09:14,0,13
7137,7137,76894,2016-04-11 20:09:44,0,0
7138,7138,48633,2016-04-11 20:14:01,0,7
7139,7139,54737,2016-04-11 20:32:47,0,4
7140,7140,14673,2016-04-11 20:41:37,0,25
7141,7141,63217,2016-04-11 20:41:14,0,6
7142,7142,7939,2016-04-11 20:44:10,0,27
7143,7143,39217,2016-04-11 20:44:52,0,11
7144,7144,77038,2016-04-11 20:57:31,1,0
7145,7145,54737,2016-04-13 19:00:25,1,5
7146,7146,37073,2016-04-12 18:53:14,0,129
7147,7147,60088,2016-04-11 21:05:15,0,14
7148,7148,54737,2016-04-13 19:11:04,0,6
7149,7149,62097,2016-04-11 21:23:27,0,4
7150,7150,63217,2016-04-15 15:06:18,0,7
7151,7151,62097,2016-04-11 22:13:02,0,5
7152,7152,41366,2016-04-11 21:51:56,0,19
7153,7153,18578,2016-04-13 21:59:27,0,9
7154,7154,73695,2016-04-11 21:56:56,0,0
7155,7155,77154,2016-04-11 21:56:52,0,0
7156,7156,76118,2016-04-11 22:06:43,0,0
7157,7157,76673,2016-04-11 22:17:08,0,0
7158,7158,77207,2016-04-11 22:27:05,0,0
7159,7159,47100,2016-04-11 23:11:28,0,10
7160,7160,47938,2016-04-11 22:47:32,0,23
7161,7161,40319,2016-04-11 22:51:34,0,28
7162,7162,63405,2016-04-11 23:03:12,0,2
7163,7163,77214,2016-04-12 00:13:14,0,0
7164,7164,77326,2016-04-17 19:25:48,0,0
7165,7165,34104,2016-04-11 23:26:51,0,7
7166,7166,47100,2016-04-11 23:26:20,0,11
7167,7167,58807,2016-04-11 23:28:48,0,9
7168,7168,77336,2016-04-11 23:36:11,0,0
7169,7169,40319,2016-04-11 23:38:22,0,29
7170,7170,68938,2016-04-11 23:41:15,0,2
7171,7171,55701,2016-04-11 23:47:53,0,34
7172,7172,40319,2016-04-11 23:50:19,0,30
7173,7173,55701,2016-04-12 00:05:52,0,35
7174,7174,27160,2016-04-12 00:23:34,0,16
7175,7175,19590,2016-04-12 00:28:20,0,1
7176,7176,23894,2016-04-12 00:45:44,0,4
7177,7177,15648,2016-04-12 00:52:33,0,34
7178,7178,77507,2016-04-12 01:06:50,0,0
7179,7179,15648,2016-04-12 01:07:55,0,35
7180,7180,70004,2016-04-12 01:11:14,0,0
7181,7181,37170,2016-04-12 01:33:37,0,134
7182,7182,56161,2016-04-12 01:37:16,0,17
7183,7183,51492,2016-04-12 01:47:34,0,23
7184,7184,48888,2016-04-12 02:00:19,0,11
7185,7185,20894,2016-04-12 02:00:34,0,4
7186,7186,37170,2016-04-12 02:03:00,0,135
7187,7187,23402,2016-04-12 02:18:58,0,25
7188,7188,61194,2016-04-12 02:19:12,0,0
7189,7189,59318,2016-04-12 02:51:12,1,2
7190,7190,7939,2016-04-12 02:37:02,0,28
7191,7191,77715,2016-04-12 03:20:57,0,0
7192,7192,29696,2016-04-12 03:13:19,0,6
7193,7193,60522,2016-04-12 03:13:40,0,18
7194,7194,39962,2016-04-12 03:38:45,0,19
7195,7195,77723,2016-04-12 03:43:41,0,0
7196,7196,17705,2016-04-12 03:54:02,0,12
7197,7197,77756,2016-04-12 03:55:08,0,0
7198,7198,58061,2016-04-12 04:10:57,0,3
7199,7199,14458,2016-04-12 04:07:10,0,10
7200,7200,20332,2016-04-12 04:00:11,0,2
7201,7201,51458,2016-04-12 04:16:37,0,7
7202,7202,76867,2016-04-12 04:20:24,0,0
7203,7203,69153,2016-04-12 04:21:48,0,0
7204,7204,77777,2016-04-12 04:21:54,0,0
7205,7205,77791,2016-04-12 04:25:58,1,0
7206,7206,77815,2016-04-12 04:49:28,0,0
7207,7207,45948,2016-04-12 05:12:50,0,21
7208,7208,20332,2016-04-12 05:23:00,0,3
7209,7209,77830,2016-04-12 05:34:08,0,0
7210,7210,40680,2016-04-12 05:34:25,0,14
7211,7211,40680,2016-04-12 05:52:58,0,15
7212,7212,55401,2016-04-12 06:13:53,0,16
7213,7213,63377,2016-04-12 06:50:02,0,3
7214,7214,61568,2016-04-12 06:49:18,1,2
7215,7215,47236,2016-04-12 06:51:47,0,9
7216,7216,77876,2016-04-12 07:10:19,0,0
7217,7217,17986,2016-04-12 07:12:18,0,24
7218,7218,51125,2016-04-12 07:45:33,1,2
7219,7219,23768,2016-04-12 09:03:14,1,3
7220,7220,77923,2016-04-12 09:18:39,0,0
7221,7221,68893,2016-04-12 09:47:05,0,6
7222,7222,77932,2016-04-12 09:55:58,0,0
7223,7223,62024,2016-04-12 09:58:41,1,1
7224,7224,77932,2016-04-12 10:30:42,0,1
7225,7225,68893,2016-04-12 10:35:09,0,7
7226,7226,29210,2016-04-12 11:30:36,0,3
7227,7227,77971,2016-04-12 11:33:25,1,0
7228,7228,45825,2016-04-12 11:54:44,0,9
7229,7229,76247,2016-04-12 11:53:10,0,1
7230,7230,10705,2016-04-12 12:48:24,0,45
7231,7231,10705,2016-04-12 12:57:41,0,46
7232,7232,31092,2016-04-12 13:09:40,0,15
7233,7233,77373,2016-04-12 13:28:55,0,0
7234,7234,78034,2016-04-12 13:30:31,0,0
7235,7235,66210,2016-04-12 13:31:31,0,1
7236,7236,54198,2016-04-12 13:49:15,0,8
7237,7237,67043,2016-04-12 13:43:06,0,1
7238,7238,78067,2016-04-12 13:46:41,0,0
7239,7239,52374,2016-04-12 13:50:55,0,9
7240,7240,78077,2016-04-12 14:03:17,0,0
7241,7241,48883,2016-04-12 14:09:24,0,36
7242,7242,75214,2016-04-12 14:30:47,0,1
7243,7243,71413,2016-04-12 14:32:09,0,1
7244,7244,58999,2016-04-12 15:01:48,0,14
7245,7245,20749,2016-04-12 15:04:52,0,1
7246,7246,58999,2016-04-12 15:07:24,0,15
7247,7247,21157,2016-04-12 15:12:48,0,2
7248,7248,78160,2016-04-12 15:32:35,0,0
7249,7249,52576,2016-04-12 15:33:18,0,21
7250,7250,77056,2016-04-12 15:33:19,0,0
7251,7251,74985,2016-04-12 15:35:13,0,1
7252,7252,20061,2016-04-12 15:44:18,0,12
7253,7253,28477,2016-04-14 15:45:08,0,2
7254,7254,20061,2016-04-12 15:46:23,0,13
7255,7255,47668,2016-04-12 15:51:09,0,31
7256,7256,74985,2016-04-12 15:56:12,0,2
7257,7257,69020,2016-04-12 15:58:07,0,1
7258,7258,48254,2016-04-12 16:05:03,0,9
7259,7259,76247,2016-04-12 16:10:47,0,2
7260,7260,78200,2016-04-12 16:31:19,0,0
7261,7261,72058,2016-04-12 16:52:08,0,4
7262,7262,34474,2016-04-12 16:51:08,0,32
7263,7263,70975,2016-04-12 17:01:16,0,0
7264,7264,78257,2016-04-12 17:31:14,0,0
7265,7265,18025,2016-04-12 17:33:40,0,29
7266,7266,78248,2016-04-12 17:38:07,0,0
7267,7267,23795,2016-04-12 17:38:26,0,45
7268,7268,78280,2016-04-12 17:44:49,0,0
7269,7269,18332,2016-04-12 17:50:18,0,2
7270,7270,14855,2016-04-12 18:00:06,0,38
7271,7271,14638,2016-04-13 04:52:59,0,28
7272,7272,52506,2016-04-12 18:19:04,0,48
7273,7273,63401,2016-04-12 18:43:15,0,0
7274,7274,67367,2016-04-12 18:42:42,0,0
7275,7275,78332,2016-04-12 18:55:07,0,0
7276,7276,12294,2016-04-12 18:58:37,1,12
7277,7277,69086,2016-04-12 19:00:00,0,2
7278,7278,32859,2016-04-12 19:01:59,0,4
7279,7279,78343,2016-04-12 19:04:10,0,0
7280,7280,37073,2016-04-12 19:10:19,0,130
7281,7281,78343,2016-04-12 19:22:39,0,1
7282,7282,23318,2016-04-12 19:25:32,0,42
7283,7283,23250,2016-04-12 19:30:40,0,7
7284,7284,34651,2016-04-12 20:04:15,0,3
7285,7285,63652,2016-04-12 20:06:57,0,4
7286,7286,62881,2016-04-15 01:04:46,0,1
7287,7287,73734,2016-04-12 20:11:33,0,0
7288,7288,78419,2016-04-12 20:23:36,0,0
7289,7289,56403,2016-04-12 20:37:21,0,13
7290,7290,15648,2016-04-12 21:16:11,0,36
7291,7291,63908,2016-04-12 21:36:35,0,4
7292,7292,37657,2016-04-12 21:17:17,0,16
7293,7293,34651,2016-04-12 21:18:04,0,4
7294,7294,77984,2016-04-12 21:19:46,0,0
7295,7295,59617,2016-04-12 21:22:37,1,1
7296,7296,78499,2016-04-13 03:37:22,0,0
7297,7297,46676,2016-04-12 21:41:45,0,12
7298,7298,78506,2016-04-12 21:53:26,0,0
